Age,EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentSalaryHike,Attrition Flag,Age Group,Income Group,Tenure Group,Salary Hike Group
26,476,No,Sales,1,3,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,1,No,2,8,3,8,7,7,7,17,0,Young,Medium,Long,Medium
42,477,No,Research & Development,2,4,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,3,No,2,14,3,1,0,0,0,23,0,Mid,Medium,Early,High
21,478,Yes,Sales,1,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,1,Yes,3,3,3,3,2,1,2,11,1,Young,Low,Mid,Low
36,479,No,Sales,1,5,Medical,4,Female,3,2,Sales Executive,4,Single,6653,4,No,2,7,3,1,0,0,0,15,0,Mid,Medium,Early,Medium
36,481,No,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,No,1,16,3,13,9,1,12,11,0,Mid,Medium,Long,Low
57,482,No,Research & Development,1,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,2,No,3,15,3,3,2,1,2,11,0,Senior,Medium,Mid,Low
40,483,No,Research & Development,10,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,3,10,3,7,7,1,7,13,0,Mid,Low,Long,Medium
21,484,No,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,1,No,3,3,2,3,2,2,2,24,0,Young,Low,Mid,High
33,485,Yes,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,1,Yes,2,1,3,1,0,0,0,13,1,Mid,Low,Early,Medium
37,486,No,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,6,No,2,17,3,5,4,0,3,20,0,Mid,Low,Mid,High
46,487,No,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,2,No,3,7,4,1,0,0,0,14,0,Senior,Medium,Early,Medium
41,488,Yes,Sales,4,3,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,1,No,3,8,3,8,7,7,7,18,1,Mid,Medium,Long,High
50,491,No,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,6,No,4,20,3,4,3,1,3,15,0,Senior,High,Mid,Medium
40,492,Yes,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,2,Yes,1,8,3,6,4,1,0,12,1,Mid,Medium,Mid,Low
31,493,No,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,0,Yes,4,3,3,2,2,2,2,16,0,Mid,Low,Early,Medium
21,494,Yes,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,1,No,4,1,3,1,0,0,0,15,1,Young,Low,Early,Medium
29,495,No,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,9,No,4,6,3,3,2,1,2,16,0,Young,Low,Mid,Medium
35,496,No,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,9,No,3,10,3,1,1,0,0,19,0,Mid,Medium,Early,High
27,497,No,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,1,No,2,5,3,5,2,0,4,11,0,Young,Low,Mid,Low
28,498,No,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,1,No,4,7,3,7,5,0,7,16,0,Young,Medium,Long,Medium
49,499,No,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,8,No,3,26,3,5,2,0,0,24,0,Senior,High,Mid,High
51,500,No,Sales,14,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,4,No,3,18,2,7,7,0,7,11,0,Senior,Low,Long,Low
36,501,No,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,4,No,2,6,3,2,2,2,2,13,0,Mid,Low,Early,Medium
34,502,Yes,Sales,19,3,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,8,Yes,2,9,2,5,2,0,4,13,1,Mid,Medium,Mid,Medium
55,505,No,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,Single,16659,2,Yes,3,30,3,5,4,1,2,13,0,Senior,High,Mid,Medium
24,507,No,Sales,10,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,1,Yes,4,5,4,5,2,0,3,12,0,Young,Low,Mid,Low
30,508,No,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,1,No,1,1,3,1,0,0,0,18,0,Mid,Low,Early,High
26,510,Yes,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,0,No,3,7,3,6,4,0,4,22,1,Young,Low,Mid,High
22,511,No,Research & Development,11,3,Medical,1,Female,3,1,Research Scientist,2,Married,2244,1,No,4,2,3,2,1,1,2,13,0,Young,Low,Early,Medium
36,513,No,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,1,No,2,10,3,10,9,9,0,13,0,Mid,Medium,Long,Medium
30,514,Yes,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,9,Yes,3,3,3,1,0,0,0,23,1,Mid,Low,Early,High
37,515,No,Research & Development,14,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,1,No,3,18,2,18,7,12,17,12,0,Mid,Low,Long,Low
40,516,No,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,7,No,3,8,3,5,4,1,3,12,0,Mid,Medium,Mid,Low
42,517,No,Research & Development,1,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2576,3,No,2,8,3,5,2,1,2,16,0,Mid,Low,Mid,Medium
37,518,No,Research & Development,10,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,2,Yes,4,18,2,1,0,0,1,12,0,Mid,Low,Early,Low
43,520,No,Research & Development,12,3,Life Sciences,1,Male,2,4,Research Director,2,Divorced,14336,1,No,3,25,3,25,10,3,9,11,0,Mid,High,Long,Low
40,521,No,Research & Development,2,3,Medical,2,Female,2,2,Laboratory Technician,3,Married,3448,6,No,2,20,3,1,0,0,0,22,0,Mid,Low,Early,High
54,522,No,Research & Development,5,2,Medical,1,Male,3,5,Research Director,1,Married,19406,4,No,3,24,2,4,2,1,2,11,0,Senior,High,Mid,Low
34,523,No,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,9,No,1,6,3,3,2,1,2,15,0,Mid,Medium,Mid,Medium
31,524,No,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,No,2,13,1,13,10,3,12,12,0,Mid,Low,Long,Low
43,525,No,Research & Development,21,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,7,No,1,8,3,3,2,1,2,20,0,Mid,Low,Mid,High
43,526,No,Research & Development,8,4,Other,3,Female,3,2,Healthcare Representative,3,Divorced,4522,4,Yes,4,8,3,5,2,0,2,14,0,Mid,Low,Mid,Medium
25,527,No,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,1,Yes,2,5,3,5,4,1,3,11,0,Young,Low,Mid,Low
37,529,No,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Yes,1,15,3,13,11,10,7,15,0,Mid,Low,Long,Medium
31,530,No,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,1,No,3,4,3,4,2,3,2,12,0,Mid,Low,Mid,Low
39,531,No,Research & Development,1,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,1,Yes,3,21,3,21,8,1,6,14,0,Mid,High,Long,Medium
56,532,No,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,9,No,4,36,2,7,7,7,7,11,0,Senior,High,Long,Low
30,533,No,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,0,No,2,6,3,5,4,4,4,11,0,Mid,Medium,Mid,Low
41,534,No,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,1,No,3,10,3,10,7,0,7,16,0,Mid,Medium,Long,Medium
28,536,No,Research & Development,17,2,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,1,No,4,10,3,10,0,1,8,12,0,Young,Low,Long,Low
25,538,Yes,Research & Development,3,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,4031,5,No,3,6,3,2,2,0,2,13,1,Young,Low,Early,Medium
52,543,No,Research & Development,3,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,7969,2,Yes,3,28,3,5,4,0,4,14,0,Senior,Medium,Mid,Medium
45,544,No,Research & Development,10,2,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,3,No,4,8,2,2,2,0,2,21,0,Senior,Low,Early,High
52,546,No,Research & Development,4,2,Life Sciences,4,Female,3,4,Manager,4,Married,16555,2,No,4,31,1,5,2,1,4,13,0,Senior,High,Mid,Medium
42,547,No,Research & Development,29,2,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,4556,2,No,2,19,3,5,4,0,2,11,0,Mid,Low,Mid,Low
30,548,No,Research & Development,2,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,2,No,3,11,3,5,4,0,2,20,0,Mid,Medium,Mid,High
60,549,No,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,Married,19566,5,No,4,33,1,29,8,11,10,11,0,Senior,High,Long,Low
46,550,No,Research & Development,18,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,2,No,3,19,2,10,7,0,8,14,0,Senior,Low,Long,Medium
42,551,No,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,0,No,4,7,4,6,5,0,4,11,0,Mid,Low,Mid,Low
24,554,Yes,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,2,6,3,5,3,1,4,16,1,Young,Low,Mid,Medium
34,555,Yes,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,4,3,2,2,2,1,0,16,1,Mid,Low,Early,Medium
38,556,No,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,3,1,3,1,0,0,0,23,0,Mid,Low,Early,High
40,558,No,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,0,No,4,21,3,20,15,1,12,14,0,Mid,High,Long,Medium
26,560,No,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,1,No,2,3,1,3,2,0,2,22,0,Young,Low,Mid,High
30,562,No,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,4,No,3,9,1,5,3,1,4,15,0,Mid,Low,Mid,Medium
29,564,No,Research & Development,3,4,Medical,2,Male,2,3,Research Director,3,Married,11935,1,No,3,10,3,10,2,0,7,18,0,Young,High,Long,High
29,565,Yes,Research & Development,25,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,5,No,2,6,4,2,2,1,1,16,1,Young,Low,Early,Medium
19,566,Yes,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,1,No,3,1,4,1,0,0,0,12,1,Young,Low,Early,Low
30,567,No,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,0,No,3,10,3,9,8,7,8,11,0,Mid,Medium,Long,Low
57,568,No,Sales,29,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,3,No,3,32,2,1,0,0,0,12,0,Senior,High,Early,Low
50,569,No,Research & Development,29,4,Life Sciences,2,Male,2,4,Manager,3,Married,17046,0,No,2,28,3,27,10,15,7,15,0,Senior,High,Long,Medium
30,571,No,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,3,12,2,11,7,6,7,14,0,Mid,Low,Long,Medium
60,573,No,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,4,No,4,22,4,18,13,13,11,19,0,Senior,High,Long,High
47,574,No,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,5,No,3,20,3,5,0,0,4,13,0,Senior,Medium,Mid,Medium
46,575,No,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,6,No,3,26,1,3,2,0,1,13,0,Senior,High,Mid,Medium
35,577,No,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,3,6,3,5,4,4,3,15,0,Mid,Low,Mid,Medium
54,578,No,Research & Development,8,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,3,19,3,1,0,0,0,11,0,Senior,Low,Early,Low
34,579,No,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,3,No,3,14,3,7,3,5,7,12,0,Mid,Low,Long,Low
46,580,No,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,3,15,3,3,2,1,2,19,0,Senior,Medium,Mid,High
31,581,No,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,1,No,4,13,4,13,8,0,8,25,0,Mid,High,Long,High
33,582,Yes,Research & Development,15,1,Medical,2,Male,3,3,Manager,3,Married,13610,7,Yes,4,15,4,7,6,7,7,12,1,Mid,High,Long,Low
33,584,Yes,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,7,No,1,8,3,4,3,1,3,13,1,Mid,Low,Mid,Medium
30,585,No,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,0,No,1,4,3,3,2,1,2,14,0,Mid,Low,Mid,Medium
35,586,No,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,3,10,3,8,7,0,0,12,0,Mid,Medium,Long,Low
31,587,Yes,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,3,No,1,12,3,1,0,0,0,12,1,Mid,Medium,Early,Low
34,590,Yes,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,3,11,3,3,2,0,2,15,1,Mid,Medium,Mid,Medium
42,591,No,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,4,No,4,8,3,2,2,2,0,17,0,Mid,Low,Early,Medium
36,592,No,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,1,No,4,10,2,10,3,9,7,14,0,Mid,Medium,Long,Medium
22,593,Yes,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,5,No,3,4,3,2,2,1,2,16,1,Young,Low,Early,Medium
48,595,No,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,2,No,1,14,3,9,7,6,7,14,0,Senior,Low,Long,Medium
55,597,No,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,4,37,3,10,9,7,7,23,0,Senior,High,Long,High
41,599,No,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,No,4,16,3,14,3,1,10,14,0,Mid,Medium,Long,Medium
35,600,No,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,9,No,3,15,3,11,9,6,9,11,0,Mid,Low,Long,Low
40,601,No,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,7,No,3,22,3,20,6,5,13,15,0,Mid,High,Long,Medium
39,602,No,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,1,8,3,8,3,0,7,11,0,Mid,Low,Long,Low
31,604,No,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,3,10,4,6,5,0,5,13,0,Mid,Medium,Mid,Medium
42,605,No,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,4,10,2,10,9,5,8,21,0,Mid,Medium,Long,High
45,606,No,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,0,No,2,9,4,8,7,3,7,19,0,Senior,Low,Long,High
26,608,Yes,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,0,Yes,2,8,2,7,7,1,0,11,1,Young,Low,Long,Low
29,611,No,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,4,No,2,8,4,3,2,1,2,12,0,Young,Low,Mid,Low
33,612,No,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,4,No,3,10,3,6,1,0,5,19,0,Mid,High,Mid,High
31,613,No,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,9,No,3,10,2,5,4,0,1,21,0,Mid,High,Mid,High
18,614,Yes,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,4,0,3,0,0,0,0,14,1,Young,Low,Early,Medium
40,615,No,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,3,No,3,20,3,1,0,0,1,15,0,Mid,High,Early,Medium
41,616,No,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,1,10,3,8,7,0,7,17,0,Mid,Medium,Long,Medium
26,618,No,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,5,No,1,8,3,0,0,0,0,12,0,Young,Low,Early,Low
35,620,No,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,1,No,4,5,3,5,4,0,3,16,0,Mid,Low,Mid,Medium
34,621,No,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,1,No,4,10,3,10,7,5,7,12,0,Mid,Medium,Long,Low
26,622,Yes,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,1,Yes,2,1,1,1,0,0,0,18,1,Young,Low,Early,High
37,623,No,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,4,12,4,6,5,1,2,17,0,Mid,Medium,Mid,Medium
46,624,No,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,5,No,4,28,2,2,2,1,2,11,0,Senior,High,Early,Low
41,625,No,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,7,No,2,22,3,18,16,11,8,16,0,Mid,High,Long,Medium
37,626,No,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,1,No,4,9,3,9,5,7,7,13,0,Mid,Medium,Long,Medium
52,630,No,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,3,Yes,2,18,3,10,9,6,9,12,0,Senior,Medium,Long,Low
32,631,Yes,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,8,No,4,6,3,4,2,1,2,12,1,Mid,Low,Mid,Low
24,632,No,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,0,No,3,3,3,2,2,2,1,13,0,Young,Low,Early,Medium
38,634,No,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,3,No,3,18,3,1,0,0,0,19,0,Mid,Medium,Early,High
37,635,No,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,6,No,2,8,2,6,5,4,3,12,0,Mid,Medium,Mid,Low
49,638,No,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,1,Yes,3,31,3,31,9,0,9,17,0,Senior,High,Long,Medium
24,639,No,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,1,Yes,2,6,3,6,5,1,4,11,0,Young,Low,Mid,Low
26,641,No,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,1,No,4,6,4,5,3,1,4,20,0,Young,Medium,Mid,High
24,643,No,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,1,No,4,1,3,1,0,0,0,21,0,Young,Low,Early,High
50,644,No,Human Resources,3,3,Medical,1,Male,3,5,Manager,2,Married,18200,1,No,3,32,3,32,5,10,7,11,0,Senior,High,Long,Low
25,645,No,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,1,No,3,7,3,7,4,0,6,11,0,Young,Low,Long,Low
24,647,Yes,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,1,Yes,4,6,3,6,3,1,2,16,1,Young,Low,Mid,Medium
30,648,Yes,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,1,No,3,1,4,1,0,0,0,18,1,Mid,Low,Early,High
34,649,No,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,1,Yes,4,6,3,6,5,1,3,13,0,Mid,Low,Mid,Medium
31,650,Yes,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,2,No,3,9,1,3,1,1,2,17,1,Mid,Low,Mid,Medium
35,652,No,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,4,No,4,9,3,3,2,0,2,14,0,Mid,Low,Mid,Medium
31,653,No,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,4,No,4,13,4,7,7,5,7,22,0,Mid,Medium,Long,High
27,655,No,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,0,No,3,6,2,5,3,0,3,12,0,Young,Low,Mid,Low
37,656,No,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,3,17,2,3,0,1,0,11,0,Mid,Medium,Mid,Low
20,657,No,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,1,No,4,1,4,1,0,0,0,13,0,Young,Low,Early,Medium
42,659,No,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,4089,1,No,2,10,3,10,2,2,2,13,0,Mid,Low,Long,Medium
43,661,No,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,Divorced,16627,4,Yes,3,21,2,1,0,0,0,14,0,Mid,High,Early,Medium
38,662,No,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,3,No,4,8,2,0,0,0,0,17,0,Mid,Low,Early,Medium
43,663,No,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,5679,3,Yes,2,10,3,8,7,4,7,13,0,Mid,Medium,Long,Medium
48,664,No,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,7,No,1,21,1,3,2,0,2,11,0,Senior,High,Mid,Low
44,665,No,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,4,No,2,10,4,2,2,0,2,11,0,Mid,Medium,Early,Low
34,666,No,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,4,8,3,8,2,0,6,18,0,Mid,Low,Long,High
27,667,Yes,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,2,5,3,4,3,0,2,11,1,Young,Low,Mid,Low
21,669,No,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,1,No,3,3,3,3,2,1,2,11,0,Young,Low,Mid,Low
44,671,No,Research & Development,3,4,Other,4,Male,3,5,Manager,4,Married,19513,4,Yes,1,26,4,2,2,0,1,12,0,Mid,High,Early,Low
22,675,No,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,Married,2773,0,No,4,3,3,2,2,2,2,20,0,Young,Low,Early,High
33,677,No,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,0,No,4,6,3,5,0,1,2,12,0,Mid,Medium,Mid,Low
32,679,No,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,1,Yes,4,6,2,6,4,0,5,12,0,Mid,Medium,Mid,Low
30,680,No,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,1,No,3,1,3,1,0,0,0,20,0,Mid,Low,Early,High
53,682,No,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,No,4,18,4,14,7,8,10,20,0,Senior,Medium,Long,High
34,683,No,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2691,1,No,4,10,2,10,9,8,8,12,0,Mid,Low,Long,Low
45,684,Yes,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,2,No,4,5,3,1,1,0,0,14,1,Senior,Low,Early,Medium
26,686,No,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,3,3,3,3,2,0,2,13,0,Young,Low,Mid,Medium
37,689,No,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,1,No,3,10,3,10,7,7,8,15,0,Mid,Medium,Long,Medium
29,690,No,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,1,No,1,6,2,6,0,1,2,14,0,Young,Medium,Mid,Medium
35,691,No,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,1,No,2,17,3,17,11,11,8,13,0,Mid,Medium,Long,Medium
33,692,No,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,No,3,15,1,13,11,4,7,23,0,Mid,Medium,Long,High
54,698,No,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,2,No,3,16,4,9,7,7,1,15,0,Senior,High,Long,Medium
36,699,No,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,3,13,3,3,2,0,2,11,0,Mid,Medium,Mid,Low
27,700,No,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,0,No,4,5,3,4,2,1,1,13,0,Young,Low,Mid,Medium
20,701,Yes,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,1,Yes,4,1,3,1,0,1,1,11,1,Young,Low,Early,Low
33,702,Yes,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,1,Yes,1,10,3,10,8,9,7,11,1,Mid,Low,Long,Low
35,704,No,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,1,No,3,1,3,1,0,0,0,18,0,Mid,Low,Early,High
23,705,No,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,2,No,1,5,4,3,2,0,2,16,0,Young,Low,Mid,Medium
25,707,No,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,0,No,3,4,3,3,2,1,2,22,0,Young,Low,Mid,High
38,709,No,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,0,No,1,8,3,7,7,0,5,20,0,Mid,Low,Long,High
29,710,No,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,1,No,4,10,3,10,7,2,8,18,0,Young,Low,Long,High
48,712,No,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,No,4,12,3,2,2,2,2,12,0,Senior,Medium,Early,Low
27,714,No,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,2,6,3,6,5,0,4,20,0,Young,Low,Mid,High
37,715,No,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,3,No,1,4,3,1,0,0,0,17,0,Mid,Low,Early,Medium
